sex,race,age,county,total
male,white,18-34,47033,967
male,white,35-64,47033,1931
male,white,65-74,47033,586
male,white,75+,47033,378
female,black,0-17,47035,104
female,black,18-34,47035,45
female,black,35-64,47035,134
female,black,65-74,47035,30
female,black,75+,47035,0
female,other,0-17,47035,287
female,other,18-34,47035,158
female,other,35-64,47035,609
female,other,65-74,47035,199
female,other,75+,47035,81
female,white,0-17,47035,4696
female,white,18-34,47035,4449
female,white,35-64,47035,11013
female,white,65-74,47035,5932
female,white,75+,47035,4151
male,black,0-17,47035,113
male,black,18-34,47035,37
male,black,35-64,47035,192
male,black,65-74,47035,38
male,black,75+,47035,0
male,other,0-17,47035,243
male,other,18-34,47035,234
male,other,35-64,47035,411
male,other,65-74,47035,179
male,other,75+,47035,67
male,white,0-17,47035,5043
male,white,18-34,47035,4700
male,white,35-64,47035,10169
male,white,65-74,47035,5264
male,white,75+,47035,3951
female,black,0-17,47037,20971
female,black,18-34,47037,27026
female,black,35-64,47037,35947
female,black,65-74,47037,8096
female,black,75+,47037,4326
female,other,0-17,47037,22070
female,other,18-34,47037,18017
female,other,35-64,47037,20212
female,other,65-74,47037,2229
female,other,75+,47037,1074
female,white,0-17,47037,30175
female,white,18-34,47037,64921
female,white,35-64,47037,75541
female,white,65-74,47037,20607
female,white,75+,47037,15043
male,black,0-17,47037,21070
male,black,18-34,47037,24338
male,black,35-64,47037,28881
male,black,65-74,47037,5856
male,black,75+,47037,2350
male,other,0-17,47037,21724
male,other,18-34,47037,16111
male,other,35-64,47037,21577
male,other,65-74,47037,2114
male,other,75+,47037,879
male,white,0-17,47037,32100
male,white,18-34,47037,61331
male,white,35-64,47037,77681
male,white,65-74,47037,17717
male,white,75+,47037,9862
female,black,0-17,47039,21
female,black,18-34,47039,0
female,black,35-64,47039,37
female,black,65-74,47039,48
female,black,75+,47039,19
female,other,0-17,47039,57
female,other,18-34,47039,78
female,other,35-64,47039,107
female,other,65-74,47039,27
female,other,75+,47039,4
female,white,0-17,47039,970
female,white,18-34,47039,841
female,white,35-64,47039,2137
female,white,65-74,47039,747
female,white,75+,47039,613
male,black,0-17,47039,65
male,black,18-34,47039,90
male,black,35-64,47039,44
male,black,65-74,47039,29
male,black,75+,47039,0
male,other,0-17,47039,160
male,other,18-34,47039,59
male,other,35-64,47039,67
male,other,65-74,47039,57
male,other,75+,47039,0
male,white,0-17,47039,1073
male,white,18-34,47039,881
male,white,35-64,47039,2089
male,white,65-74,47039,734
male,white,75+,47039,445
female,black,0-17,47041,17
female,black,18-34,47041,14
female,black,35-64,47041,54
female,black,65-74,47041,10
female,black,75+,47041,30
female,other,0-17,47041,300
female,other,18-34,47041,179
female,other,35-64,47041,348
female,other,65-74,47041,49
female,other,75+,47041,3
female,white,0-17,47041,1785
female,white,18-34,47041,1701
female,white,35-64,47041,3682
female,white,65-74,47041,1164
female,white,75+,47041,805
male,black,0-17,47041,68
male,black,18-34,47041,72
male,black,35-64,47041,87
male,black,65-74,47041,16
male,black,75+,47041,9
male,other,0-17,47041,348
male,other,18-34,47041,364
male,other,35-64,47041,320
male,other,65-74,47041,17
male,other,75+,47041,0
male,white,0-17,47041,1978
male,white,18-34,47041,1795
male,white,35-64,47041,3574
male,white,65-74,47041,1124
male,white,75+,47041,638
female,black,0-17,47043,83
female,black,18-34,47043,244
female,black,35-64,47043,329
female,black,65-74,47043,221
female,black,75+,47043,7
female,other,0-17,47043,828
female,other,18-34,47043,358
female,other,35-64,47043,615
female,other,65-74,47043,40
female,other,75+,47043,45
female,white,0-17,47043,5408
female,white,18-34,47043,4915
female,white,35-64,47043,10308
female,white,65-74,47043,2793
female,white,75+,47043,1879
male,black,0-17,47043,283
male,black,18-34,47043,289
male,black,35-64,47043,496
male,black,65-74,47043,234
male,black,75+,47043,5
male,other,0-17,47043,531
male,other,18-34,47043,441
male,other,35-64,47043,402
male,other,65-74,47043,126
male,other,75+,47043,16
male,white,0-17,47043,5434
male,white,18-34,47043,5130
male,white,35-64,47043,9921
male,white,65-74,47043,2461
male,white,75+,47043,1355
female,black,0-17,47045,926
female,black,18-34,47045,629
female,black,35-64,47045,1112
female,black,65-74,47045,351
female,black,75+,47045,43
female,other,0-17,47045,527
female,other,18-34,47045,356
female,other,35-64,47045,515
female,other,65-74,47045,74
female,other,75+,47045,28
female,white,0-17,47045,2982
female,white,18-34,47045,2817
female,white,35-64,47045,5665
female,white,65-74,47045,1714
female,white,75+,47045,1404
male,black,0-17,47045,709
male,black,18-34,47045,639
male,black,35-64,47045,806
male,black,65-74,47045,165
male,black,75+,47045,79
male,other,0-17,47045,475
male,other,18-34,47045,257
male,other,35-64,47045,382
male,other,65-74,47045,52
male,other,75+,47045,24
male,white,0-17,47045,3135
male,white,18-34,47045,2760
male,white,35-64,47045,5560
male,white,65-74,47045,1519
male,white,75+,47045,976
female,black,0-17,47047,1109
female,black,18-34,47047,1159
female,black,35-64,47047,2534
female,black,65-74,47047,736
female,black,75+,47047,404
female,other,0-17,47047,400
female,other,18-34,47047,313
female,other,35-64,47047,392
female,other,65-74,47047,122
female,other,75+,47047,6
female,white,0-17,47047,2205
female,white,18-34,47047,2320
female,white,35-64,47047,5922
female,white,65-74,47047,2207
female,white,75+,47047,1580
male,black,0-17,47047,1342
male,black,18-34,47047,1101
male,black,35-64,47047,2220
male,black,65-74,47047,658
male,black,75+,47047,237
male,other,0-17,47047,597
male,other,18-34,47047,377
male,other,35-64,47047,469
male,other,65-74,47047,61
male,other,75+,47047,9
male,white,0-17,47047,2152
male,white,18-34,47047,2400
male,white,35-64,47047,6097
male,white,65-74,47047,2083
male,white,75+,47047,1441
female,black,0-17,47049,2
female,black,18-34,47049,0
female,black,35-64,47049,3
female,black,65-74,47049,0
female,black,75+,47049,12
female,other,0-17,47049,87
female,other,18-34,47049,95
female,other,35-64,47049,27
female,other,65-74,47049,88
female,other,75+,47049,78
female,white,0-17,47049,1739
female,white,18-34,47049,1528
female,white,35-64,47049,3662
female,white,65-74,47049,1276
female,white,75+,47049,895
male,black,0-17,47049,0
male,black,18-34,47049,0
male,black,35-64,47049,21
male,black,65-74,47049,10
male,black,75+,47049,9
male,other,0-17,47049,115
male,other,18-34,47049,140
male,other,35-64,47049,103
male,other,65-74,47049,71
male,other,75+,47049,64
male,white,0-17,47049,1934
male,white,18-34,47049,1598
male,white,35-64,47049,3528
male,white,65-74,47049,1222
male,white,75+,47049,641
female,black,0-17,47051,46
female,black,18-34,47051,197
female,black,35-64,47051,406
female,black,65-74,47051,178
female,black,75+,47051,93
female,other,0-17,47051,518
female,other,18-34,47051,368
female,other,35-64,47051,471
female,other,65-74,47051,37
female,other,75+,47051,81
female,white,0-17,47051,3570
female,white,18-34,47051,4282
female,white,35-64,47051,7371
female,white,65-74,47051,2544
female,white,75+,47051,1871
male,black,0-17,47051,193
male,black,18-34,47051,245
male,black,35-64,47051,457
male,black,65-74,47051,175
male,black,75+,47051,25
male,other,0-17,47051,563
male,other,18-34,47051,369
male,other,35-64,47051,453
male,other,65-74,47051,58
male,other,75+,47051,16
male,white,0-17,47051,3651
male,white,18-34,47051,4278
male,white,35-64,47051,7128
male,white,65-74,47051,2319
male,white,75+,47051,1515
female,black,0-17,47053,1114
female,black,18-34,47053,870
female,black,35-64,47053,1747
female,black,65-74,47053,308
female,black,75+,47053,327
female,other,0-17,47053,717
female,other,18-34,47053,436
female,other,35-64,47053,772
female,other,65-74,47053,223
female,other,75+,47053,28
female,white,0-17,47053,4301
female,white,18-34,47053,3660
female,white,35-64,47053,7627
female,white,65-74,47053,2232
female,white,75+,47053,1864
male,black,0-17,47053,749
male,black,18-34,47053,744
male,black,35-64,47053,1391
male,black,65-74,47053,224
male,black,75+,47053,126
male,other,0-17,47053,1006
male,other,18-34,47053,451
male,other,35-64,47053,636
male,other,65-74,47053,178
male,other,75+,47053,68
male,white,0-17,47053,4459
male,white,18-34,47053,3642
male,white,35-64,47053,7521
male,white,65-74,47053,1925
male,white,75+,47053,1264
female,black,0-17,47055,189
female,black,18-34,47055,369
female,black,35-64,47055,418
female,black,65-74,47055,176
female,black,75+,47055,169
female,other,0-17,47055,545
female,other,18-34,47055,158
female,other,35-64,47055,366
female,other,65-74,47055,84
female,other,75+,47055,0
female,white,0-17,47055,2536
female,white,18-34,47055,2550
female,white,35-64,47055,5024
female,white,65-74,47055,1710
female,white,75+,47055,1393
male,black,0-17,47055,215
male,black,18-34,47055,180
male,black,35-64,47055,616
male,black,65-74,47055,211
male,black,75+,47055,75
male,other,0-17,47055,258
male,other,18-34,47055,359
male,other,35-64,47055,274
male,other,65-74,47055,37
male,other,75+,47055,3
male,white,0-17,47055,2570
male,white,18-34,47055,2430
male,white,35-64,47055,5059
male,white,65-74,47055,1544
male,white,75+,47055,924
female,black,0-17,47057,34
female,black,18-34,47057,43
female,black,35-64,47057,60
female,black,65-74,47057,7
female,black,75+,47057,0
female,other,0-17,47057,92
female,other,18-34,47057,87
female,other,35-64,47057,224
female,other,65-74,47057,9
female,other,75+,47057,25
female,white,0-17,47057,2082
female,white,18-34,47057,1918
female,white,35-64,47057,4703
female,white,65-74,47057,1535
female,white,75+,47057,1004
male,black,0-17,47057,38
male,black,18-34,47057,32
male,black,35-64,47057,45
male,black,65-74,47057,9
male,black,75+,47057,1
male,other,0-17,47057,55
male,other,18-34,47057,67
male,other,35-64,47057,80
male,other,65-74,47057,43
male,other,75+,47057,0
male,white,0-17,47057,2431
male,white,18-34,47057,2133
male,white,35-64,47057,4698
male,white,65-74,47057,1627
male,white,75+,47057,847
female,black,0-17,47059,118
female,black,18-34,47059,92
female,black,35-64,47059,121
female,black,65-74,47059,64
female,black,75+,47059,22
female,other,0-17,47059,691
female,other,18-34,47059,615
female,other,35-64,47059,632
female,other,65-74,47059,308
female,other,75+,47059,20
female,white,0-17,47059,5753
female,white,18-34,47059,6211
female,white,35-64,47059,13296
female,white,65-74,47059,4627
female,white,75+,47059,3435
male,black,0-17,47059,151
male,black,18-34,47059,367
male,black,35-64,47059,367
male,black,65-74,47059,38
male,black,75+,47059,31
male,other,0-17,47059,720
male,other,18-34,47059,601
male,other,35-64,47059,481
male,other,65-74,47059,61
male,other,75+,47059,30
male,white,0-17,47059,6172
male,white,18-34,47059,6400
male,white,35-64,47059,12695
male,white,65-74,47059,4121
male,white,75+,47059,2679
female,black,0-17,47061,0
female,black,18-34,47061,0
female,black,35-64,47061,2
female,black,65-74,47061,0
female,black,75+,47061,0
female,other,0-17,47061,65
female,other,18-34,47061,73
female,other,35-64,47061,154
female,other,65-74,47061,50
female,other,75+,47061,33
female,white,0-17,47061,1288
female,white,18-34,47061,1209
female,white,35-64,47061,2501
female,white,65-74,47061,824
female,white,75+,47061,648
male,black,0-17,47061,2
male,black,18-34,47061,8
male,black,35-64,47061,28
male,black,65-74,47061,17
male,black,75+,47061,2
male,other,0-17,47061,79
male,other,18-34,47061,33
male,other,35-64,47061,88
male,other,65-74,47061,97
male,other,75+,47061,14
male,white,0-17,47061,1471
male,white,18-34,47061,1279
male,white,35-64,47061,2551
male,white,65-74,47061,695
male,white,75+,47061,454
female,black,0-17,47063,69
female,black,18-34,47063,212
female,black,35-64,47063,321
female,black,65-74,47063,89
female,black,75+,47063,194
female,other,0-17,47063,1813
female,other,18-34,47063,1058
female,other,35-64,47063,1443
female,other,65-74,47063,163
female,other,75+,47063,55
female,white,0-17,47063,5616
female,white,18-34,47063,5082
female,white,35-64,47063,10677
female,white,65-74,47063,3300
female,white,75+,47063,2614
male,black,0-17,47063,154
male,black,18-34,47063,140
male,black,35-64,47063,292
male,black,65-74,47063,191
male,black,75+,47063,75
male,other,0-17,47063,2263
male,other,18-34,47063,1227
male,other,35-64,47063,1639
male,other,65-74,47063,202
male,other,75+,47063,24
male,white,0-17,47063,5603
male,white,18-34,47063,5176
male,white,35-64,47063,10529
male,white,65-74,47063,2866
male,white,75+,47063,1843
female,black,0-17,47065,7683
female,black,18-34,47065,8388
female,black,35-64,47065,13329
female,black,65-74,47065,3498
female,black,75+,47065,2222
female,other,0-17,47065,6732
female,other,18-34,47065,5153
female,other,35-64,47065,6653
female,other,65-74,47065,1544
female,other,75+,47065,599
female,white,0-17,47065,23920
female,white,18-34,47065,29545
female,white,35-64,47065,52021
female,white,65-74,47065,16141
female,white,75+,47065,13584
male,black,0-17,47065,7779
male,black,18-34,47065,7567
male,black,35-64,47065,10737
male,black,65-74,47065,2819
male,black,75+,47065,1133
male,other,0-17,47065,7841
male,other,18-34,47065,5272
male,other,35-64,47065,6497
male,other,65-74,47065,1119
male,other,75+,47065,683
male,white,0-17,47065,24565
male,white,18-34,47065,28481
male,white,35-64,47065,51588
male,white,65-74,47065,14582
male,white,75+,47065,9238
female,black,0-17,47067,0
female,black,18-34,47067,0
female,black,35-64,47067,0
female,black,65-74,47067,10
female,black,75+,47067,0
female,other,0-17,47067,16
female,other,18-34,47067,33
female,other,35-64,47067,25
female,other,65-74,47067,29
female,other,75+,47067,0
female,white,0-17,47067,684
female,white,18-34,47067,560
female,white,35-64,47067,1309
female,white,65-74,47067,460
female,white,75+,47067,308
male,black,0-17,47067,0
male,black,18-34,47067,4
male,black,35-64,47067,12
male,black,65-74,47067,4
male,black,75+,47067,0
male,other,0-17,47067,41
male,other,18-34,47067,17
male,other,35-64,47067,15
male,other,65-74,47067,0
male,other,75+,47067,10
male,white,0-17,47067,712
male,white,18-34,47067,585
male,white,35-64,47067,1256
male,white,65-74,47067,485
male,white,75+,47067,215
female,black,0-17,47069,1173
female,black,18-34,47069,957
female,black,35-64,47069,1658
female,black,65-74,47069,503
female,black,75+,47069,285
female,other,0-17,47069,174
female,other,18-34,47069,77
female,other,35-64,47069,242
female,other,65-74,47069,31
female,other,75+,47069,51
female,white,0-17,47069,1143
female,white,18-34,47069,1055
female,white,35-64,47069,2334
female,white,65-74,47069,924
female,white,75+,47069,772
male,black,0-17,47069,1056
male,black,18-34,47069,1954
male,black,35-64,47069,2138
male,black,65-74,47069,400
male,black,75+,47069,121
male,other,0-17,47069,202
male,other,18-34,47069,246
male,other,35-64,47069,288
male,other,65-74,47069,64
male,other,75+,47069,85
male,white,0-17,47069,1234
male,white,18-34,47069,1608
male,white,35-64,47069,3210
male,white,65-74,47069,874
male,white,75+,47069,618
female,black,0-17,47071,77
female,black,18-34,47071,184
female,black,35-64,47071,84
female,black,65-74,47071,21
female,black,75+,47071,67
female,other,0-17,47071,176
female,other,18-34,47071,170
female,other,35-64,47071,177
female,other,65-74,47071,42
female,other,75+,47071,106
female,white,0-17,47071,2404
female,white,18-34,47071,2152
female,white,35-64,47071,5041
female,white,65-74,47071,1787
female,white,75+,47071,1445
male,black,0-17,47071,50
male,black,18-34,47071,82
male,black,35-64,47071,186
male,black,65-74,47071,69
male,black,75+,47071,0
male,other,0-17,47071,147
male,other,18-34,47071,189
male,other,35-64,47071,156
male,other,65-74,47071,16
male,other,75+,47071,16
male,white,0-17,47071,2521
male,white,18-34,47071,2222
male,white,35-64,47071,4684
male,white,65-74,47071,1639
male,white,75+,47071,1029
female,black,0-17,47073,102
female,black,18-34,47073,0
female,black,35-64,47073,67
female,black,65-74,47073,118
female,black,75+,47073,77
female,other,0-17,47073,367
female,other,18-34,47073,445
female,other,35-64,47073,516
female,other,65-74,47073,71
female,other,75+,47073,99
female,white,0-17,47073,4926
female,white,18-34,47073,4881
female,white,35-64,47073,11103
female,white,65-74,47073,3687
female,white,75+,47073,2657
male,black,0-17,47073,10
male,black,18-34,47073,89
male,black,35-64,47073,207
male,black,65-74,47073,12
male,black,75+,47073,12
male,other,0-17,47073,214
male,other,18-34,47073,99
male,other,35-64,47073,473
male,other,65-74,47073,85
male,other,75+,47073,101
male,white,0-17,47073,5427
male,white,18-34,47073,5126
male,white,35-64,47073,10958
male,white,65-74,47073,3395
male,white,75+,47073,2122
female,black,0-17,47075,1054
female,black,18-34,47075,946
female,black,35-64,47075,1821
female,black,65-74,47075,639
female,black,75+,47075,331
female,other,0-17,47075,158
female,other,18-34,47075,113
female,other,35-64,47075,265
female,other,65-74,47075,18
female,other,75+,47075,15
female,white,0-17,47075,645
female,white,18-34,47075,702
female,white,35-64,47075,1513
female,white,65-74,47075,568
female,white,75+,47075,476
male,black,0-17,47075,1071
male,black,18-34,47075,894
male,black,35-64,47075,1437
male,black,65-74,47075,484
male,black,75+,47075,184
male,other,0-17,47075,226
male,other,18-34,47075,66
male,other,35-64,47075,234
male,other,65-74,47075,13
male,other,75+,47075,6
male,white,0-17,47075,782
male,white,18-34,47075,677
male,white,35-64,47075,1491
male,white,65-74,47075,510
male,white,75+,47075,333
female,black,0-17,47077,108
female,black,18-34,47077,278
female,black,35-64,47077,477
female,black,65-74,47077,11
female,black,75+,47077,78
female,other,0-17,47077,379
female,other,18-34,47077,87
female,other,35-64,47077,169
female,other,65-74,47077,38
female,other,75+,47077,38
female,white,0-17,47077,2574
female,white,18-34,47077,2394
female,white,35-64,47077,4956
female,white,65-74,47077,1461
female,white,75+,47077,1179
male,black,0-17,47077,210
male,black,18-34,47077,196
male,black,35-64,47077,658
male,black,65-74,47077,59
male,black,75+,47077,50
male,other,0-17,47077,336
male,other,18-34,47077,53
male,other,35-64,47077,137
male,other,65-74,47077,33
male,other,75+,47077,13
male,white,0-17,47077,2737
male,white,18-34,47077,2391
male,white,35-64,47077,4648
male,white,65-74,47077,1340
male,white,75+,47077,818
female,black,0-17,47079,257
female,black,18-34,47079,228
female,black,35-64,47079,387
female,black,65-74,47079,173
female,black,75+,47079,118
female,other,0-17,47079,278
female,other,18-34,47079,188
female,other,35-64,47079,350
female,other,65-74,47079,99
female,other,75+,47079,19
female,white,0-17,47079,2687
female,white,18-34,47079,2364
female,white,35-64,47079,5659
female,white,65-74,47079,2146
female,white,75+,47079,1638
male,black,0-17,47079,372
male,black,18-34,47079,212
male,black,35-64,47079,398
male,black,65-74,47079,135
male,black,75+,47079,55
male,other,0-17,47079,242
male,other,18-34,47079,239
male,other,35-64,47079,277
male,other,65-74,47079,28
male,other,75+,47079,16
male,white,0-17,47079,2702
male,white,18-34,47079,2449
male,white,35-64,47079,5455
male,white,65-74,47079,1914
male,white,75+,47079,1260
female,black,0-17,47081,0
female,black,18-34,47081,1
female,black,35-64,47081,87
female,black,65-74,47081,121
female,black,75+,47081,0
female,other,0-17,47081,278
female,other,18-34,47081,106
female,other,35-64,47081,361
female,other,65-74,47081,26
female,other,75+,47081,4
female,white,0-17,47081,2294
female,white,18-34,47081,2165
female,white,35-64,47081,4435
female,white,65-74,47081,1341
female,white,75+,47081,908
male,black,0-17,47081,37
male,black,18-34,47081,247
male,black,35-64,47081,306
male,black,65-74,47081,108
male,black,75+,47081,4
male,other,0-17,47081,166
male,other,18-34,47081,170
male,other,35-64,47081,256
male,other,65-74,47081,29
male,other,75+,47081,3
male,white,0-17,47081,2498
male,white,18-34,47081,2535
male,white,35-64,47081,4777
male,white,65-74,47081,1239
male,white,75+,47081,727
female,black,0-17,47083,0
female,black,18-34,47083,68
female,black,35-64,47083,40
female,black,65-74,47083,13
female,black,75+,47083,6
female,other,0-17,47083,59
female,other,18-34,47083,39
female,other,35-64,47083,59
female,other,65-74,47083,3
female,other,75+,47083,25
female,white,0-17,47083,744
female,white,18-34,47083,693
female,white,35-64,47083,1543
female,white,65-74,47083,493
female,white,75+,47083,364
male,black,0-17,47083,4
male,black,18-34,47083,23
male,black,35-64,47083,52
male,black,65-74,47083,28
male,black,75+,47083,7
male,other,0-17,47083,27
male,other,18-34,47083,23
male,other,35-64,47083,94
male,other,65-74,47083,4
male,other,75+,47083,4
male,white,0-17,47083,935
male,white,18-34,47083,703
male,white,35-64,47083,1527
male,white,65-74,47083,432
male,white,75+,47083,281
female,black,0-17,47085,75
female,black,18-34,47085,1
female,black,35-64,47085,83
female,black,65-74,47085,1
female,black,75+,47085,31
female,other,0-17,47085,193
female,other,18-34,47085,114
female,other,35-64,47085,218
female,other,65-74,47085,17
female,other,75+,47085,123
female,white,0-17,47085,1634
female,white,18-34,47085,1601
female,white,35-64,47085,3492
female,white,65-74,47085,1115
female,white,75+,47085,867
male,black,0-17,47085,27
male,black,18-34,47085,62
male,black,35-64,47085,43
male,black,65-74,47085,27
male,black,75+,47085,20
male,other,0-17,47085,450
male,other,18-34,47085,116
male,other,35-64,47085,125
male,other,65-74,47085,43
male,other,75+,47085,15
male,white,0-17,47085,1752
male,white,18-34,47085,1681
male,white,35-64,47085,3474
male,white,65-74,47085,1032
male,white,75+,47085,642
female,black,0-17,47087,0
female,black,18-34,47087,0
female,black,35-64,47087,0
female,black,65-74,47087,0
female,black,75+,47087,0
female,other,0-17,47087,131
female,other,18-34,47087,14
female,other,35-64,47087,121
female,other,65-74,47087,79
female,other,75+,47087,17
female,white,0-17,47087,949
female,white,18-34,47087,990
female,white,35-64,47087,2217
female,white,65-74,47087,825
female,white,75+,47087,515
male,black,0-17,47087,0
male,black,18-34,47087,10
male,black,35-64,47087,31
male,black,65-74,47087,14
male,black,75+,47087,0
male,other,0-17,47087,97
male,other,18-34,47087,107
male,other,35-64,47087,121
male,other,65-74,47087,10
male,other,75+,47087,39
male,white,0-17,47087,994
male,white,18-34,47087,1010
male,white,35-64,47087,2329
male,white,65-74,47087,829
male,white,75+,47087,433
female,black,0-17,47089,52
female,black,18-34,47089,99
female,black,35-64,47089,132
female,black,65-74,47089,60
female,black,75+,47089,40
female,other,0-17,47089,524
female,other,18-34,47089,396
female,other,35-64,47089,642
female,other,65-74,47089,81
female,other,75+,47089,32
female,white,0-17,47089,4692
female,white,18-34,47089,5019
female,white,35-64,47089,10533
female,white,65-74,47089,3389
female,white,75+,47089,2572
male,black,0-17,47089,63
male,black,18-34,47089,212
male,black,35-64,47089,190
male,black,65-74,47089,11
male,black,75+,47089,4
male,other,0-17,47089,757
male,other,18-34,47089,421
male,other,35-64,47089,681
male,other,65-74,47089,97
male,other,75+,47089,130
male,white,0-17,47089,4675
male,white,18-34,47089,5175
male,white,35-64,47089,10254
male,white,65-74,47089,3080
male,white,75+,47089,1822
female,black,0-17,47091,4
female,black,18-34,47091,5
female,black,35-64,47091,0
female,black,65-74,47091,17
female,black,75+,47091,0
female,other,0-17,47091,216
female,other,18-34,47091,153
female,other,35-64,47091,182
female,other,65-74,47091,15
female,other,75+,47091,51
female,white,0-17,47091,1241
female,white,18-34,47091,1161
female,white,35-64,47091,3157
female,white,65-74,47091,1259
female,white,75+,47091,899
male,black,0-17,47091,17
male,black,18-34,47091,242
male,black,35-64,47091,365
male,black,65-74,47091,19
male,black,75+,47091,8
male,other,0-17,47091,119
male,other,18-34,47091,254
male,other,35-64,47091,277
male,other,65-74,47091,32
male,other,75+,47091,0
male,white,0-17,47091,1435
male,white,18-34,47091,1641
male,white,35-64,47091,3392
male,white,65-74,47091,1145
male,white,75+,47091,767
female,black,0-17,47093,4605
female,black,18-34,47093,5694
female,black,35-64,47093,7440
female,black,65-74,47093,1757
female,black,75+,47093,986
female,other,0-17,47093,9082
female,other,18-34,47093,7032
female,other,35-64,47093,8085
female,other,65-74,47093,1126
female,other,75+,47093,591
female,white,0-17,47093,36303
female,white,18-34,47093,49953
female,white,35-64,47093,76690
female,white,65-74,47093,22567
female,white,75+,47093,16847
male,black,0-17,47093,5095
male,black,18-34,47093,5199
male,black,35-64,47093,7017
male,black,65-74,47093,1374
male,black,75+,47093,543
male,other,0-17,47093,8896
male,other,18-34,47093,8081
male,other,35-64,47093,7537
male,other,65-74,47093,1038
male,other,75+,47093,356
male,white,0-17,47093,38694
male,white,18-34,47093,49278
male,white,35-64,47093,74341
male,white,65-74,47093,19422
male,white,75+,47093,11772
female,black,0-17,47095,91
female,black,18-34,47095,142
female,black,35-64,47095,160
female,black,65-74,47095,50
female,black,75+,47095,28
female,other,0-17,47095,54
female,other,18-34,47095,33
female,other,35-64,47095,74
female,other,65-74,47095,16
female,other,75+,47095,16
female,white,0-17,47095,294
female,white,18-34,47095,320
female,white,35-64,47095,728
female,white,65-74,47095,272
female,white,75+,47095,232
male,black,0-17,47095,107
male,black,18-34,47095,262
male,black,35-64,47095,635
male,black,65-74,47095,18
male,black,75+,47095,0
male,other,0-17,47095,137
male,other,18-34,47095,110
male,other,35-64,47095,297
male,other,65-74,47095,24
male,other,75+,47095,12
male,white,0-17,47095,324
male,white,18-34,47095,662
male,white,35-64,47095,1202
male,white,65-74,47095,250
male,white,75+,47095,141
female,black,0-17,47097,1022
female,black,18-34,47097,885
female,black,35-64,47097,1614
female,black,65-74,47097,369
female,black,75+,47097,169
female,other,0-17,47097,215
female,other,18-34,47097,204
female,other,35-64,47097,151
female,other,65-74,47097,96
female,other,75+,47097,12
female,white,0-17,47097,1495
female,white,18-34,47097,1297
female,white,35-64,47097,2926
female,white,65-74,47097,889
female,white,75+,47097,724
male,black,0-17,47097,914
male,black,18-34,47097,1384
male,black,35-64,47097,1729
male,black,65-74,47097,282
male,black,75+,47097,93
male,other,0-17,47097,253
male,other,18-34,47097,317
male,other,35-64,47097,247
male,other,65-74,47097,60
male,other,75+,47097,26
male,white,0-17,47097,1582
male,white,18-34,47097,1627
male,white,35-64,47097,3013
male,white,65-74,47097,783
male,white,75+,47097,555
female,black,0-17,47099,57
female,black,18-34,47099,190
female,black,35-64,47099,37
female,black,65-74,47099,126
female,black,75+,47099,8
female,other,0-17,47099,369
female,other,18-34,47099,368
female,other,35-64,47099,260
female,other,65-74,47099,46
female,other,75+,47099,46
female,white,0-17,47099,4997
female,white,18-34,47099,4166
female,white,35-64,47099,7986
female,white,65-74,47099,2300
female,white,75+,47099,1866
male,black,0-17,47099,25
male,black,18-34,47099,51
male,black,35-64,47099,45
male,black,65-74,47099,36
male,black,75+,47099,20
male,other,0-17,47099,538
male,other,18-34,47099,201
male,other,35-64,47099,423
male,other,65-74,47099,61
male,other,75+,47099,42
male,white,0-17,47099,5282
male,white,18-34,47099,4132
male,white,35-64,47099,7833
male,white,65-74,47099,2073
male,white,75+,47099,1317
female,black,0-17,47101,2
female,black,18-34,47101,21
female,black,35-64,47101,0
female,black,65-74,47101,4
female,black,75+,47101,0
female,other,0-17,47101,71
female,other,18-34,47101,111
female,other,35-64,47101,152
female,other,65-74,47101,15
female,other,75+,47101,0
female,white,0-17,47101,1225
female,white,18-34,47101,1116
female,white,35-64,47101,2303
female,white,65-74,47101,802
female,white,75+,47101,594
male,black,0-17,47101,0
male,black,18-34,47101,53
male,black,35-64,47101,20
male,black,65-74,47101,0
male,black,75+,47101,0
male,other,0-17,47101,114
male,other,18-34,47101,95
male,other,35-64,47101,138
male,other,65-74,47101,47
male,other,75+,47101,14
male,white,0-17,47101,1315
male,white,18-34,47101,1256
male,white,35-64,47101,2169
male,white,65-74,47101,730
male,white,75+,47101,417
female,black,0-17,47103,342
female,black,18-34,47103,219
female,black,35-64,47103,325
female,black,65-74,47103,139
female,black,75+,47103,88
female,other,0-17,47103,447
female,other,18-34,47103,277
female,other,35-64,47103,453
female,other,65-74,47103,55
female,other,75+,47103,5
female,white,0-17,47103,3164
female,white,18-34,47103,2817
female,white,35-64,47103,6170
female,white,65-74,47103,2005
female,white,75+,47103,1559
male,black,0-17,47103,79
male,black,18-34,47103,311
male,black,35-64,47103,392
male,black,65-74,47103,80
male,black,75+,47103,77
male,other,0-17,47103,479
male,other,18-34,47103,408
male,other,35-64,47103,393
male,other,65-74,47103,73
male,other,75+,47103,19
male,white,0-17,47103,3411
male,white,18-34,47103,2907
male,white,35-64,47103,6033
male,white,65-74,47103,1775
male,white,75+,47103,1115
female,black,0-17,47105,71
female,black,18-34,47105,98
female,black,35-64,47105,143
female,black,65-74,47105,0
female,black,75+,47105,7
female,other,0-17,47105,1027
female,other,18-34,47105,447
female,other,35-64,47105,1194
female,other,65-74,47105,235
female,other,75+,47105,35
